protein_id,mean_intensity,mean_treatment,mean_control,log2FoldChange,pvalue,padj,-log10(pvalue),s0_corrected_-log10(pvalue),regulation
P38652,27.138189238513828,27.146590978888742,27.05016744405579,0.09642353483295096,0.7683368558901509,0.9263355856970914,0.11444833390052757,,non significant
P21670,26.865882045015073,26.922049786976597,26.878956515748623,0.04309327122797413,0.7566056202307976,0.9263355856970914,0.12113043699760086,,non significant
O08651,26.952451838727814,26.892478409953537,26.94121196875436,-0.04873355880082286,0.7677938933617904,0.9263355856970914,0.11475534636008825,,non significant
P39069,27.40299867171702,27.397472611706927,27.328872246768924,0.06860036493800337,0.7684278787459919,0.9263355856970914,0.11439688721753945,,non significant
Q9QUL6,32.15736887244777,32.253208336609106,32.15084445359101,0.10236388301809285,0.7609665457741822,0.9263355856970914,0.1186344356144887,,non significant
P19511,27.621740923314064,27.711018009194078,27.65667234393534,0.05434566525873663,0.7617958918931786,0.9263355856970914,0.1181613736715732,,non significant
Q5EB77,23.77125175352323,23.86115921010662,23.961220989957948,-0.1000617798513268,0.7544307696900123,0.9263355856970914,0.12238060707604442,,non significant
P23928,25.75451622438699,25.68043413393865,25.875297849287467,-0.1948637153488164,0.7641895316243288,0.9263355856970914,0.11679891586107224,,non significant
P97612,24.78223679735839,24.82588448529572,24.743533421486887,0.08235106380883295,0.7540546335496996,0.9263355856970914,0.12259718703527614,,non significant
P61751,27.805091829482198,27.70123746568002,27.765126319603866,-0.0638888539238458,0.7660686343535884,0.9263355856970914,0.11573231889778693,,non significant
P16036,28.73178598413906,28.66117342277353,28.741424548509467,-0.08025112573593773,0.7622528796488868,0.9263355856970914,0.11790092627611526,,non significant
P29266,27.38707197600233,27.273394386873672,27.32273668011401,-0.04934229324033623,0.767609893730549,0.9263355856970914,0.11485943627516423,,non significant
Q6AYE4,27.267348821536448,27.224491130784674,27.30461930552438,-0.08012817473970557,0.7675486674226442,0.9263355856970914,0.1148940779706312,,non significant
B2RYW9,26.70692373464886,26.715940002882377,26.624656436369733,0.09128356651264369,0.7589920814943232,0.9263355856970914,0.11976275504162046,,non significant
Q6IG00,28.572102698489193,28.460629505103913,28.531299781251253,-0.07067027614733945,0.7658453028378288,0.9263355856970914,0.11585894695862231,,non significant
Q63604,26.79085687240585,26.752568442851132,26.78927733823289,-0.036708895381757145,0.7552968903702602,0.9263355856970914,0.1218823033311879,,non significant
P85515,27.073771408764728,27.09589042082825,27.048689540990978,0.04720087983727339,0.7597098632298276,0.9263355856970914,0.11935223516148928,,non significant
P35332,26.62426377500409,26.574118672670377,26.60753954740785,-0.03342087473747313,0.7631497180974032,0.9263355856970914,0.1173902518681876,,non significant
Q4FZT2,28.911375692688047,28.814658264079977,28.87085800008104,-0.056199736001062206,0.7638512406072975,0.9263355856970914,0.11699121167810056,,non significant
P11232,26.40070280989224,26.356157118762596,26.317688704128866,0.038468414633729964,0.7706733094628135,0.9280226349952869,0.11312968156639892,,non significant
P85973,28.945386671531853,28.82791909532421,28.863985026566112,-0.036065931241903826,0.7725891787001558,0.9282917075948203,0.112051379110849,,non significant
P70566,27.647568845188417,27.350014086939495,27.13833576203518,0.21167832490431593,0.7719986815940649,0.9282917075948203,0.11238344134420093,,non significant
Q9JJ54,26.591382434587025,26.40928425395799,26.481585990959527,-0.07230173700153841,0.777270574461972,0.9299703093525135,0.10942777329629684,,non significant
P68182,27.656758648551353,27.672584776523,27.715271955601626,-0.042687179078626514,0.7774513001228728,0.9299703093525135,0.10932680583851022,,non significant
P53042,28.339653653394677,28.32061342538982,28.395992601489255,-0.07537917609943534,0.7778769971012333,0.9299703093525135,0.10908907100964947,,non significant
Q7TMA5,31.465148460684386,31.384770266000004,31.336454315812333,0.04831595018767132,0.7780915199358995,0.9299703093525135,0.1089693178361013,,non significant
Q00728,23.45544259547931,23.565030957004314,23.3295020681861,0.23552888881821588,0.7782249261491407,0.9299703093525135,0.10889486307781623,,non significant
P49186,20.506554065402636,20.575353208704016,20.257827480908546,0.31752572779546995,0.7819514643235447,0.9334066989803357,0.10682020273379086,4.60574913075483,non significant
Q63666,23.6640457184558,23.934833716284757,23.79370728073627,0.14112643554848603,0.7833979395126003,0.9341168909188288,0.10601757506474797,,non significant
Q63210,27.675535336499912,27.646621340142634,27.557757306949444,0.08886403319318958,0.786203622833622,0.9364444888691459,0.10446495927829821,,non significant
B2GV54,25.663151240501286,25.849625158836773,25.80298504010182,0.04664011873495255,0.7887619002512658,0.9374559096160765,0.10305407538714907,,non significant
O35458,27.254801914734777,27.369837584841886,27.458746540253127,-0.08890895541124166,0.7883612199037283,0.9374559096160765,0.10327474714760038,,non significant
P48679,29.797872996523758,29.79168606665722,29.820454388951816,-0.028768322294595805,0.7914304399916304,0.9396095158775093,0.10158724991765498,,non significant
O35077,27.567736693234338,27.65841980159456,27.625451328982777,0.032968472611784705,0.7923240513315302,0.9396534965520958,0.10109716068072426,,non significant
Q6IG03,28.789313668805665,28.76122671151769,28.8087148962552,-0.04748818473751015,0.7992022040858258,0.9417022748465638,0.09734332705811036,,non significant
P37805,28.427480184721635,28.361174756962285,28.32556599734448,0.035608759617804964,0.797028790283835,0.9417022748465638,0.09852599072989247,,non significant
P49432,27.886043393177697,27.89649083447875,27.93560039448735,-0.039109560008597555,0.7985782245699135,0.9417022748465638,0.09768253621288252,,non significant
O88377,27.182581534339608,27.123335190705827,27.168636103121695,-0.04530091241586831,0.7990799617407798,0.9417022748465638,0.09740975985345404,,non significant
P62994,25.710441955327767,25.738140361912258,25.804046697419256,-0.0659063355069982,0.797799821170872,0.9417022748465638,0.09810606537452744,,non significant
D3ZHV2,32.51856346389515,32.62864465378025,32.55776287042509,0.07088178335516204,0.7971191975124132,0.9417022748465638,0.09847673136270906,,non significant
P20689,28.155162796423852,28.062556015311575,28.092526582581957,-0.029970567270382276,0.8013330158942457,0.9421889801028804,0.09618696342981504,,non significant
P62142,27.051052780214967,27.062680758531247,27.129382518170683,-0.06670175963943592,0.8008048970304071,0.9421889801028804,0.09647327975103943,,non significant
