Protein.Ids	Description	AC1R1.raw	AC1R2.raw	AC1R3.raw	AC2R1.raw	AC2R2.raw	AC2R3.raw	AHFD1R1.raw	AHFD1R2.raw	AHFD1R3.raw	AHFD2R1.raw	AHFD2R2.raw	AHFD2R3.raw	AHFD3IPR1.raw	AHFD3IPR2.raw	AHFD3IPR3.raw	AHFD4IPR1.raw	AHFD4IPR2.raw	AHFD4IPR3.raw	AHFD5PioR1.raw	AHFD5PioR2.raw	AHFD5PioR3.raw	AHFD6PioR1.raw	AHFD6PioR2.raw	AHFD6PioR3.raw	AHFD7CrR1.raw	AHFD7CrR2.raw	AHFD7CrR3.raw	AHFD8CrR1.raw	AHFD8CrR2.raw	AHFD8CrR3.raw
P07340	Sodium/potassium-transporting ATPase subunit beta-1 OS=Rattus norvegicus OX=10116 GN=Atp1b1 PE=1 SV=1	500851466.4375	450465131.179688	414973767.90625	665920538.25	770806525.125	495905920.4375	1316936068.625	585494667.25	1049216892.25	913749445.0	574394692.15625	630548867.25	861359638.75	933804195.5	860340076.0	966779082.9375	1051808399.3125	841859566.0	892799196.5	712652813.75	1241802767.5	979010337.5	912857888.625	924347995.5	1094783491.375	1231975345.75	642685164.5	981578057.75	755510225.5	1106002528.625
P08009	Glutathione S-transferase Mu 7 OS=Rattus norvegicus OX=10116 GN=Gstm7 PE=1 SV=2	198529709.320313	185077158.367188	181224234.1875	265378118.125	267541380.4375	193060970.648438	286863166.0	218503767.625	379157446.375	297957437.46875	222176240.75	247260136.0	305558505.0	405273911.875	252116726.429688	352334122.125	468679144.5	405655382.875	401997831.5	381301827.5	428387942.125	412086537.78125	363689015.34375	329064818.125	422760098.375	462813736.125	274637281.0	438069517.125	305543943.25	406750879.4375
Q00981	Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Rattus norvegicus OX=10116 GN=Uchl1 PE=1 SV=2	288958094.59375	231786474.068359	268573224.628906	305468703.507813	384941866.125	262273935.292969	626948277.6875	312995099.609375	465235092.59375	460216565.171875	375637938.285156	304104338.765625	433067274.6875	489737083.679688	402429671.0625	486272672.148438	533682156.5625	448333316.75	483206318.03125	567589154.25	631813021.28125	570666480.15625	459446350.25	411716074.234375	525710501.1875	540868817.875	365994265.59375	591561776.8125	370275526.828125	531413597.625
Q64541	Sodium/potassium-transporting ATPase subunit alpha-4 OS=Rattus norvegicus OX=10116 GN=Atp1a4 PE=1 SV=1	1651138984.625	1509107124.25	1518016881.4375	1560176163.34375	1356600527.75	1767778478.875	1573385195.875	1594453850.4375	1802418354.0625	1634157600.75	1883406414.5	1626211898.5	1534572341.0	2125192220.875	1320242791.375	1654456775.125	2196283218.75	1966094169.5	1698714210.75	2032395484.375	1913459696.875	1888419377.5	1828024287.375	1818107960.125	1960740310.5	2372173734.0	2223745060.75	2584332615.375	1981414597.75	2145274128.375
Q08163	Adenylyl cyclase-associated protein 1 OS=Rattus norvegicus OX=10116 GN=Cap1 PE=1 SV=3	73771650.0976563	67663243.8125	57684787.4179688	92295004.3125	109810362.9375	85776650.6953125	106302460.9375	106428884.96875	140753990.550781	136079411.75	100036826.789063	120806157.367188	124101820.505859	178898920.25	138936213.429688	154512778.8125	118232095.75	149742906.378906	141826642.816406	130490348.984375	135758970.0	124502448.25	121806609.0625	140455179.125	169631722.9375	179297066.046875	150225569.125	175515847.9375	125681370.875	193480078.828125
P62138	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Rattus norvegicus OX=10116 GN=Ppp1ca PE=1 SV=1	1327295.0	4656306.75	2796773.25	4929746.0	7610602.0	1881483.375	2946993.75	3828050.5	7734707.0	5095967.5	2657769.75		4627762.5	6583826.5		7201852.5	4866463.0	6704446.0	4652646.5	5102541.0	5726026.0	7408601.0	4753416.5	3494083.75	6728699.5	9650597.0	4196244.5	8122249.0	4387136.0	7583661.0
P07171	Calbindin OS=Rattus norvegicus OX=10116 GN=Calb1 PE=1 SV=2	287559418.835938	186455233.203125	245743279.167969	211865402.484375	185535774.5625	233864738.890625	183710292.890625	213479624.9375	224184603.53125	211235665.484375	189151403.96875	255269618.90625	177268109.125	248199672.625	219258972.492188	261530126.875	178916581.25	220220323.84375	300689135.84375	155263183.84375	234563877.25	206507660.9375	163193185.03125	360668808.375	225313756.96875	273646122.625	299064641.8125	205234687.5	299598943.609375	281628188.09375
Q4QQT4	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Rattus norvegicus OX=10116 GN=Ppp2r1b PE=2 SV=1	388267588.03125	291346948.09375	350544801.71875	354339353.25	266246488.5625	195996603.0	304438008.0	182911795.625	255787512.75	243695740.875	288402450.5	222683664.0	206556325.34375	250688970.75	354011030.5	335139463.4375	280905727.0	254947021.25	265200183.3125	156025582.0	328684414.125	336396200.53125	218142438.125	324723441.875	192428995.25	390339475.25	337644408.25	311898084.15625	340282404.5	312764076.25
P67779	Prohibitin 1 OS=Rattus norvegicus OX=10116 GN=Phb1 PE=1 SV=1	161416556.59375	172824321.5625	140128481.25	183386485.125	174986307.25	229182122.75	260374271.0	253902115.25	236264065.0	226736439.4375	237073861.5	237417822.8125	194379328.75	238174184.0	251717161.0	268532838.3125	248322316.5	222798743.0	265600703.25	156699332.59375	236463335.625	272193102.625	185279127.5	270153664.875	261765429.5	288135033.0	267354978.3125	245281308.5	241838465.25	263632018.5
P35704	Peroxiredoxin-2 OS=Rattus norvegicus OX=10116 GN=Prdx2 PE=1 SV=3	105541808.875	90351005.375	76543607.25	124065688.25	170335853.125	104766847.75	323426520.0	136093734.875	217781057.125	189005706.75	171790256.125	119358744.5	214973818.75	237501711.75	197996224.0	246865338.0	243442562.25	178441309.25	219690190.25	185502222.5	286318775.859375	251203423.25	202198693.5	242465621.75	238954035.0	271246098.0	151533061.75	225865392.5	172076183.625	241244559.0
P63088	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Rattus norvegicus OX=10116 GN=Ppp1cc PE=1 SV=1	19627058.0	8040297.0	17704178.25	9495115.5	14085765.5	7830671.25	13859713.5	8658477.375	13699454.90625	11753756.5	24718750.375	11795443.5	11978217.0	17662630.75	13630419.5	16917259.375	13828561.125	12610495.875	4103542.1875	12732387.1875	14040619.875	10210797.5	9173381.953125	12712241.78125	13734066.328125	13815740.5	10818566.0	18266189.0	14005277.59375	16101028.625
P21707	Synaptotagmin-1 OS=Rattus norvegicus OX=10116 GN=Syt1 PE=1 SV=3	512805111.875	437302531.53125	462456290.960938	548164917.46875	712758301.353516	601250575.140625	414772678.599609	573287030.25	813616435.007813	665436841.75	535855846.611328	621387313.648438	591565796.0	809532895.1875	554457163.617188	749093782.5	686927770.808594	693092306.75	644703784.09375	452957323.875	615261622.875	642629788.625	448159536.492188	505801250.6875	733112811.28125	902701116.0625	632804573.398438	838186591.0	599407547.146484	786313424.191406
P48037	Annexin A6 OS=Rattus norvegicus OX=10116 GN=Anxa6 PE=1 SV=2	1603899771.96875	1110803454.4375	1442863052.04688	1446464637.75	1514366237.69141	1222579212.58594	1629552065.875	1179714641.07422	1619278751.89063	1813840759.4375	1873319946.1875	1675509447.75	1935503504.5	1697283210.0625	1703087366.9375	1646404459.0	2458631889.9375	2232374264.21875	1412797533.5	1524585904.5	1856933159.1875	1987280246.875	1750426382.875	1721088975.25	1937386035.625	2300722836.94531	1709920583.25	1970308120.75	2081408430.5625	2564055130.125
Q66HA8	Heat shock protein 105 kDa OS=Rattus norvegicus OX=10116 GN=Hsph1 PE=1 SV=1	375566332.929688	265536621.421875	427680102.9375	365931984.875	380913096.625	275367394.90625	341725321.609375	315919773.421875	386946329.625	341429613.125	451232741.71875	366673446.890625	347141434.5	438007979.09375	471990259.5	492621001.875	442613403.375	393099701.140625	358473648.71875	331266253.828125	521456538.625	419662438.875	335717148.9375	551648702.5	371769706.337891	606791592.3125	443310111.65625	418697992.78125	459162581.0	434996829.5
P08413	Calcium/calmodulin-dependent protein kinase type II subunit beta OS=Rattus norvegicus OX=10116 GN=Camk2b PE=1 SV=1	212465275.109375	148154232.125	157541371.945313	134556354.5	161419942.835938	159602994.59375	66686168.25	160040134.621094	143002338.359375	127298188.546875	122736395.25	171161720.625	132991405.636719	194150585.1875	143475703.96875	174191136.328125	146214351.25	162034954.171875	110135628.210938	101855027.75	118097149.25	138546470.3125	102142437.75	114029604.25	149914645.25	196616921.65625	195379986.0	129739672.25	141323372.875	167151549.0
P84079	ADP-ribosylation factor 1 OS=Rattus norvegicus OX=10116 GN=Arf1 PE=1 SV=2	55525516.75	40187461.25	45554568.125	63792332.5	91345365.0	44665025.75	61680542.0	51752038.75	106233438.25	85476641.0	46138195.75	57701638.75	76561392.0	100589752.25	63152285.0	95850412.25	84640816.0	90216382.75	100262678.75	73067392.5	85902048.25	102918983.5	75617017.5	52862730.5	109626164.5	113938288.0	56759203.5	82489546.25	66852200.25	110759548.0
P52303	AP-1 complex subunit beta-1 OS=Rattus norvegicus OX=10116 GN=Ap1b1 PE=1 SV=1	560813999.1875	371082316.8125	447825475.875	510169270.3125	355393083.9375	715938775.5625	785643950.3125	654974592.5625	818224145.75	546599918.078125	1791290975.49219	865504392.5	608811888.375	432412915.625	1035750185.25	683422870.296875	1117000673.9375	713886559.734375	332666113.617188	599496508.75	689668737.875	565725863.0	539607395.5	852710409.625	893915075.8125	589454290.75	963282641.0	857595670.8125	634706070.625	712480517.9375
P62738	Actin, aortic smooth muscle OS=Rattus norvegicus OX=10116 GN=Acta2 PE=2 SV=1	29653655.75	34380787.25	27895690.5	32798915.0	26722361.75	31164812.625	380712.25	31282884.125	26741446.75	23817423.0	32876360.4375	40946674.125	19002594.5	27462640.0	20983951.875	23330143.5	33362444.0	26300088.0	28224433.5	17768538.0	20956460.0	22284376.5	1491346.125	14977106.53125	21466881.375	26084771.25	38413942.5	33219574.0	31968506.5	17215115.5
P24942	Excitatory amino acid transporter 1 OS=Rattus norvegicus OX=10116 GN=Slc1a3 PE=1 SV=2	210571939.4375	240523687.84375	199910101.807617	265098238.0625	330690349.5	270057084.171875	262582989.6875	238996445.625	374208677.4375	322956994.0	210120206.4375	250993705.25	275167695.875	395029863.0	260902174.734375	335200850.8125	305308933.4375	298830792.25	387021982.9375	236474714.1875	321011321.8125	339318814.875	244155982.375	355404562.375	397421278.875	471558432.125	296595261.5	309307451.6875	292873368.6875	410848200.0
P97700	Mitochondrial 2-oxoglutarate/malate carrier protein OS=Rattus norvegicus OX=10116 GN=Slc25a11 PE=1 SV=3	298796517.179688	228259272.3125	245670108.8125	299939468.90625	524312937.84375	241528742.4375	389302043.6875	260442719.007813	414133810.625	438402987.875	290726819.3125	270317749.642578	352937168.371094	421878601.9375	330526032.40625	535820985.875	597939980.25	498142671.0625	476259378.09375	359455944.875	621197494.953125	595785801.980469	548825072.625	357289625.53125	422065027.074219	489860145.783203	284636028.0625	619690359.25	326740171.4375	599415220.75
P63045	Vesicle-associated membrane protein 2 OS=Rattus norvegicus OX=10116 GN=Vamp2 PE=1 SV=2	51212445.375	83551148.75	98374782.25	136358094.25	108574250.625	142173429.5	54505867.0	115083884.5	116125210.0	44121872.5	56988125.25	109039888.25	84146059.625	110034480.125	34546029.0	81836029.5	72566085.25	107319922.0	149215749.625	69279651.5	105654468.5	36185146.5	46054290.25	63112893.5	155257200.625	106756199.75	87444811.75	71804239.5	131181190.25	86870272.5
P10824	Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Rattus norvegicus OX=10116 GN=Gnai1 PE=1 SV=3	24848692.0625	24284794.25	18865695.625	31228777.375	30960368.75	28674640.8125	25391435.875	33721831.0	39422668.75	45295424.5	33459809.375	33427297.875	33145471.375	45717841.5	33699364.875	42124227.75	40119755.75	41090027.0	41271890.75	22593462.75	33351164.25	49110899.5	28551997.25	32618402.9375	34332614.0	52909908.25	44494847.625	36590082.0	30309998.375	50419202.75
Q8CFN2	Cell division control protein 42 homolog OS=Rattus norvegicus OX=10116 GN=Cdc42 PE=1 SV=2	74713730.0	75384912.6875	63875920.5625	115814474.65625	136128221.960938	81403557.28125	120788721.75	83125532.84375	232316674.375	135460115.8125	86074576.5	88570501.6875	127175006.125	136106052.910156	132742228.625	163271815.75	145528552.625	125548026.75	149644186.0	118111371.748047	148596353.375	157807639.125	107902360.75	113519588.25	136073592.8125	192660565.0	108703065.0	140130096.09375	115852968.375	163435947.0
P13264	Glutaminase kidney isoform, mitochondrial OS=Rattus norvegicus OX=10116 GN=Gls PE=1 SV=2	131609067.875	88428321.046875	109702766.578125	121881945.9375	222785573.976563	144134044.515625	142612320.097656	129581479.984375	248537668.75	234358046.71875	151295764.703125	180130700.90625	209228529.875	272121656.96875	144165280.90625	233828147.625	249638090.6875	237817422.265625	168283205.640625	174761522.25	212440378.519531	246047515.40625	180434574.15625	160760058.625	234337808.375	298255155.5625	146900528.78125	239921545.765625	147144925.15625	270718446.3125
Q920L2	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Rattus norvegicus OX=10116 GN=Sdha PE=1 SV=1	303938561.75	232526319.53125	249583280.96875	270646093.734375	276098398.75	224474878.25	312395895.875	189488256.4375	307234587.25	234022431.5	256503534.25	197206387.0	231456344.125	220495015.5	205456217.125	282082100.375	348436408.9375	282410933.0	257626517.5	194248033.359375	357725590.375	308536765.0	292426221.96875	330914291.125	256361171.125	373719181.3125	280461084.25	290969644.5625	245250159.625	299151320.125
Q8VBU2	Protein NDRG2 OS=Rattus norvegicus OX=10116 GN=Ndrg2 PE=1 SV=1	125912091.25	123769350.25	153343491.5625	203717263.625	265231793.75	143545969.125	286963152.25	122142967.125	347679937.0	210474407.0	137930287.125	174459689.625	224653039.5	303546318.75	174395801.0	268214485.5	270047953.5	281566328.75	223771386.25	228852468.03125	345128774.0	292577054.0	193739377.5	363692312.5	292821290.5	366782445.0	203369355.125	241030277.25	294296953.625	266740968.0
P15791	Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Rattus norvegicus OX=10116 GN=Camk2d PE=1 SV=1	37257410.75	22460453.75	53434887.75	20056663.625	15441871.859375	13841748.0	10550291.75	13199947.625	13064723.65625	10846693.9375	18682211.5	19031712.625	11007516.6875	12691839.4609375	23859766.75	13754416.9453125	11603293.25	13402754.0	14496543.25	10691333.46875	13777712.0	11039598.625	7556780.875	25100062.25	6901139.71875	16383847.625	26929290.4375	11551272.96875	24828666.75	15825701.96875
P63329	Protein phosphatase 3 catalytic subunit alpha OS=Rattus norvegicus OX=10116 GN=Ppp3ca PE=1 SV=1	253641215.59375	218148032.0625	204675426.25	262955775.375	249993394.65625	357349804.375	154354572.6875	296854457.75	327510199.25	321203589.625	768072711.5625	346578611.125	261926547.625	498697488.5625	307603767.3125	366064365.4375	348073476.125	295912941.625	239868705.375	277882807.648438	264580569.6875	355490653.34375	221340365.4375	250103969.5	352265239.3125	379867064.75	373850083.375	427974406.3125	284189270.125	339920575.75
P01830	Thy-1 membrane glycoprotein OS=Rattus norvegicus OX=10116 GN=Thy1 PE=1 SV=1	161791648.1875	170918341.78125	110450154.15625	233602738.9375	296934129.125	227274390.5	341939336.25	240922156.8125	409742460.0	338804945.5	260834672.75	240003267.5625	310635562.3125	373585623.0	229505447.5	371349756.25	426370750.59375	307261515.25	289792245.875	269056757.125	330779414.875	382297659.875	309750564.125	198274147.5	407755512.375	475711368.5	265844769.34375	439494492.84375	243047856.4375	428926049.75
Q05140	Clathrin coat assembly protein AP180 OS=Rattus norvegicus OX=10116 GN=Snap91 PE=1 SV=1	431368374.125	272157915.65625	321185328.34375	559866517.125	497790555.75	349058639.359375	559344647.75	341396773.25	553278943.25	578639001.5625	374171624.96875	389853644.0	560971918.796875	620394029.0	544677309.25	596804293.625	678807584.15625	593160309.75	477737999.0	517825266.25	655660680.328125	707750354.125	632058652.8125	474962743.75	652917558.5	703110063.75	466514078.625	618948441.25	471945797.75	716908989.75
P37377	Alpha-synuclein OS=Rattus norvegicus OX=10116 GN=Snca PE=1 SV=1	69871264.109375	69063798.71875	90568279.0742188	134238576.625	152841153.34375	153177724.8125	54340604.4375	109326538.125	182070773.1875	93550283.0	69465115.625	114580932.5	119285378.75	199107422.875	78989337.71875	142783858.5	132494261.375	156626801.875	128193659.5	135627795.75	100165577.75	121334809.75	85434180.84375	78600309.6875	166533157.5	193317654.125	142498461.25	172645699.75	126852083.53125	153011731.6875
P55063	Heat shock 70 kDa protein 1-like OS=Rattus norvegicus OX=10116 GN=Hspa1l PE=2 SV=2	44425335.0	41643133.0	50590267.0859375	58289874.25	63109566.625	61682662.375	54168201.1875	50189317.78125	65589215.75	63471494.125	66441543.25	73481865.59375	75391597.875	86105943.5	68763110.4375	68512509.3125	83456577.40625	70045685.375	68817568.5	51069558.25	45005037.6875	32208757.625	86690560.8125	61388388.6875	69164311.625	70688535.0	77010790.375	75350898.75	71321540.375	25627597.375
P63100	Calcineurin subunit B type 1 OS=Rattus norvegicus OX=10116 GN=Ppp3r1 PE=1 SV=2	37405090.6875	33666422.359375	44654254.34375	45928561.0	78035241.8125	46397250.75	31841789.8125	36296966.375	86253666.5625	112482479.625	33089991.875	44475580.125	72431374.75	195953389.25	74015340.5	108316034.0	95811613.4560547	89538961.5	60712818.625	111755661.625	81017371.0	128578505.9375	95623690.6875	35023522.875	178429172.8125	131357066.25	40780156.375	154645025.28125	62556867.875	95745047.9375
P61589	Transforming protein RhoA OS=Rattus norvegicus OX=10116 GN=Rhoa PE=1 SV=1	86406302.0	63457287.875	58611782.9375	84169338.75	110950969.5	41211338.140625	78032149.0	69201282.0	123451708.625	112958579.375	71861034.25	100469989.25	102671389.25	124412990.5	84052600.875	121107070.0	85851124.0	114528798.5	91422236.0	81736241.5	114098810.25	123052019.5	86635254.625	80296019.0	115995513.875	170897863.5	97908129.3125	106734514.75	96620105.375	137375085.75
P62747	Rho-related GTP-binding protein RhoB OS=Rattus norvegicus OX=10116 GN=Rhob PE=1 SV=1	119618391.085938	94597572.75	92404258.8125	131605515.625	161787960.5	91521052.25	137500946.125	102664755.0	164659456.5	156208931.5	134926641.0	115612488.125	122947743.875	165729896.25	153166329.0	138360963.0	151942086.625	128457440.5	157808464.25	111077044.0	149251307.5	161628821.0	115260015.1875	129777178.75	128464284.375	203721021.25	139364191.0	153676795.125	124854113.5	150103826.5
