Protein.Ids	Description	AC1R1.raw	AC1R2.raw	AC1R3.raw	AC2R1.raw	AC2R2.raw	AC2R3.raw	AHFD1R1.raw	AHFD1R2.raw	AHFD1R3.raw	AHFD2R1.raw	AHFD2R2.raw	AHFD2R3.raw	AHFD3IPR1.raw	AHFD3IPR2.raw	AHFD3IPR3.raw	AHFD4IPR1.raw	AHFD4IPR2.raw	AHFD4IPR3.raw	AHFD5PioR1.raw	AHFD5PioR2.raw	AHFD5PioR3.raw	AHFD6PioR1.raw	AHFD6PioR2.raw	AHFD6PioR3.raw	AHFD7CrR1.raw	AHFD7CrR2.raw	AHFD7CrR3.raw	AHFD8CrR1.raw	AHFD8CrR2.raw	AHFD8CrR3.raw
P11505	Plasma membrane calcium-transporting ATPase 1 OS=Rattus norvegicus OX=10116 GN=Atp2b1 PE=1 SV=3	265134931.09375	255569186.90625	209421448.498047	292877873.5	359383842.835938	343959835.753906	328416965.421875	331636957.0	503073558.125	425007948.761719	308913141.28125	354985597.640625	335842748.125	484116306.5	347593393.5625	452605427.0	437465342.5625	409815766.125	393547096.125	381232131.4375	431547631.484375	428661260.75	369272872.4375	390119773.617188	460491213.0625	497333708.5	446176858.0	469024792.71875	388569510.6875	490165744.125
Q09073	ADP/ATP translocase 2 OS=Rattus norvegicus OX=10116 GN=Slc25a5 PE=1 SV=3	506551943.234375	423137820.71875	395584261.554688	533741982.6875	603204710.9375	514834517.4375	697728024.375	534512325.5	779980270.75	525653446.5	436609086.46875	612709906.375	553695156.875	698736826.0	611505689.0	776528178.25	697342028.0	632090465.0	620424906.875	291135507.25	776817523.0	671112737.25	516072976.625	688574465.375	792743007.8125	935283910.3125	599992728.375	730152433.75	658822779.875	812732904.75
O35095	Neurochondrin OS=Rattus norvegicus OX=10116 GN=Ncdn PE=1 SV=2	214514101.796875	176793405.460938	121379124.171875	159156652.625	208492197.375	179704654.375	365914145.703125	188122885.328125	235386045.875	344883424.5	421131844.125	187837463.53125	259435297.75	399862470.5	330984605.375	329126938.125	340266688.226563	226456339.125	278140291.625	175814738.671875	437098013.359375	372911085.65625	458386639.5	235375852.375	284887700.25	429112873.75	374492241.0625	316630026.46875	223126453.6875	317197764.125
P10860	Glutamate dehydrogenase 1, mitochondrial OS=Rattus norvegicus OX=10116 GN=Glud1 PE=1 SV=2	233919617.3125	181743895.40625	169422268.390625	232662259.6875	307093288.078125	190384347.992188	540795203.78125	228387728.375	354892520.765625	325920766.4375	253610563.242188	216351346.46875	292440183.828125	402958774.21875	340525032.648438	373039654.25	346611837.0	318766279.449219	430084043.03125	240243729.8125	442218793.6875	361542518.734375	315866162.0625	406402705.3125	370045429.84375	381770957.25	240524832.003906	397873194.75	336427147.46875	374344561.625
P47860	ATP-dependent 6-phosphofructokinase, platelet type OS=Rattus norvegicus OX=10116 GN=Pfkp PE=1 SV=2	259251145.125	220410888.375	264428582.875	277310189.875	332102351.0	266027472.3125	232753064.84375	265545690.671875	377852724.625	262251647.1875	253702978.5	322926752.8125	284048243.5	290554931.375	288996578.90625	362752443.9375	324649208.5	326118696.65625	297847855.625	296056215.1875	389967046.4375	360650949.625	229086660.59375	282428000.75	347341101.5	425544950.75	351157837.84375	348535069.375	324052456.25	361207952.0
P05197	Elongation factor 2 OS=Rattus norvegicus OX=10116 GN=Eef2 PE=1 SV=4	508578592.375	408616613.226563	477440998.625	565317357.936523	551460932.5	474335967.78125	552726231.984375	443730556.046875	610872764.8125	582772059.25	591897222.3125	543371717.875	580345324.75	523429524.875	687238568.9375	645671365.125	756390751.0625	661057438.75	513936939.375	523687526.4375	637912182.1875	616241084.875	522762147.75	691859320.0625	616473420.5	764686611.75	658156056.25	655611678.984375	616409915.125	781577962.375
Q5U300	Ubiquitin-like modifier-activating enzyme 1 OS=Rattus norvegicus OX=10116 GN=Uba1 PE=1 SV=1	623253914.40625	639585323.546875	565489660.78125	683495380.03125	578042283.40625	725727700.9375	563497264.75	672924903.5625	659700784.5	550868623.5	573372212.664063	709269819.625	508803306.5	576777268.5	758406704.65625	672912162.0	621011947.96875	595845778.375	636605671.875	654213958.125	645876970.375	621123355.0	439926077.875	822366035.125	670568528.1875	811724656.125	780499849.75	663080037.179688	744168868.5	651708180.25
P62260	14-3-3 protein epsilon OS=Rattus norvegicus OX=10116 GN=Ywhae PE=1 SV=1	301343792.085938	287870967.007813	264116875.953125	408451374.53125	544770198.65625	376204549.25	502324592.796875	371737676.28125	627927281.875	578437101.4375	416205583.9375	383583762.125	509863636.125	643328771.0	562657482.25	651441097.625	623180197.4375	547818051.375	633323430.0625	669501305.5	642759043.375	704437174.3125	517385661.0	462033238.375	647949818.3125	729424792.5	425955111.59375	593814200.4375	422607491.75	677942367.1875
P08461	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Rattus norvegicus OX=10116 GN=Dlat PE=1 SV=3	282156353.375	257904707.3125	240140645.265625	296235989.5625	414729736.75	306488072.25	438386140.125	354126553.875	564533132.125	397342121.0	377635043.875	404052182.375	374822472.875	552211900.3125	394358866.0	545158716.625	480338308.75	462850944.0	520933968.625	330372443.0	483534829.875	514273472.0	410800392.875	392102752.125	594623666.75	687504639.375	456939757.375	573838230.0	454213857.0	650188236.8125
Q5XI73	Rho GDP-dissociation inhibitor 1 OS=Rattus norvegicus OX=10116 GN=Arhgdia PE=1 SV=1	103684332.875	91047790.171875	82822301.1875	137811410.75	166330131.75	89090537.125	199463901.78125	104925649.53125	195931793.0	133208207.0625	112269078.0	106176058.15625	155919173.375	184281307.46875	113742786.75	176255782.28125	240775641.375	158316431.5	191882980.25	179583024.875	221995647.4375	201851873.5	154299372.875	131107507.96875	194708616.875	209928183.25	116260521.75	207938527.625	144660867.8125	173879638.875
P42123	L-lactate dehydrogenase B chain OS=Rattus norvegicus OX=10116 GN=Ldhb PE=1 SV=2	287590310.71875	288552065.9375	262484723.765625	439431572.375	564088240.625	341132748.507813	794308005.003906	422098613.0625	921810614.765625	596813133.34375	438668623.921875	439758368.125	582105141.765625	761494490.578125	582880926.109375	720899447.1875	782584407.6875	677641261.125	596394751.523438	867417228.6875	936821119.203125	896879316.1875	606367819.1875	830620253.25	906913407.203125	810311305.75	436984724.898438	772950928.234375	531698524.28125	765586718.90625
Q9Z0W5	Protein kinase C and casein kinase substrate in neurons protein 1 OS=Rattus norvegicus OX=10116 GN=Pacsin1 PE=1 SV=1	336273225.460938	332483645.132813	416132827.550781	375413944.40918	371317645.697266	336097624.236328	411519360.71875	444443951.871094	485321062.027344	423067049.799805	570218131.4375	443095985.125	424487479.839844	465944531.75	443782344.875	488892075.363281	503602769.9375	445661220.4375	396646035.957031	475925342.125	483910743.375	495601939.085938	415983116.363281	418127495.546875	527872632.5	506331848.875	460039031.765625	567112780.25	419803500.484375	501097191.0
P25113	Phosphoglycerate mutase 1 OS=Rattus norvegicus OX=10116 GN=Pgam1 PE=1 SV=4	207755811.40625	196143409.039063	175381328.125	287190118.203125	354244410.75	226330821.609375	441758109.125	244135718.25	414906940.125	319040887.53125	245523884.5	245942029.921875	339793310.625	424048057.625	334769007.125	383891273.875	409520386.0625	351262258.625	421643340.5	409192720.34375	454620163.75	422272594.390625	340246181.25	340871353.0	463465150.125	500007652.484375	255381968.75	416339713.125	288980751.75	416032551.25
P02688	Myelin basic protein OS=Rattus norvegicus OX=10116 GN=Mbp PE=1 SV=3	902422632.771484	1153733698.27783	970302490.506836	2856144413.84692	1725837177.26294	875488545.899658	8232816386.72656	1113539135.05078	2907601272.37207	1614812350.41992	1453889358.28125	1053631751.89355	2307715736.7334	1772340520.5	2080076312.61719	2334160564.89258	5418595683.91602	3140062769.83252	1828471434.86719	2976391873.20215	6425939971.4082	2572788621.03906	5692422615.09375	3905263961.55078	2594297983.74805	3013281969.80859	2465896434.42676	3684608759.49609	2603398605.02979	3320480090.58203
Q5FVI6	V-type proton ATPase subunit C 1 OS=Rattus norvegicus OX=10116 GN=Atp6v1c1 PE=1 SV=1	181240156.8125	292280133.25	202264328.875	252544231.84375	258669306.9375	225631870.0	265337293.25	274961115.21875	323237520.0	314478582.5	210149233.3125	223592789.28125	293066798.0	402347000.375	352288344.75	349944338.75	320304879.8125	307760512.6875	329453910.5	274041236.515625	343725345.9375	352472806.375	286466655.34375	234114896.0	325078207.6875	415651637.25	260330942.3125	324766948.625	325642639.0625	390267257.125
P07722	Myelin-associated glycoprotein OS=Rattus norvegicus OX=10116 GN=Mag PE=1 SV=1	197008836.0625	223305141.796875	179367016.664063	296925009.375	256064335.25	195445724.625	611625600.71875	245615421.65625	337271061.3125	368854142.875	424943260.234375	253539643.5	353594365.75	289395937.5	391560623.375	374737548.375	558692933.125	360556485.4375	346223378.5625	717497708.25	634046112.5	534239115.25	569480873.25	514480432.875	390493610.0	529560521.0	409418992.125	502986033.375	414426170.0625	484028845.375
Q6P6V0	Glucose-6-phosphate isomerase OS=Rattus norvegicus OX=10116 GN=Gpi PE=1 SV=1	491531833.71875	408660507.859375	367075691.125	504597727.871094	553341381.722656	402167992.921875	645785568.625	439677166.546875	646773958.484375	599222095.6875	564838757.75	502440092.203125	562535799.5625	637127673.125	592857168.625	719584986.59375	764347860.625	591472303.0	610207962.328125	605881865.0625	689213793.929688	668985595.125	546078810.625	615983565.0625	620310984.0	656758693.210938	557861237.625	719852579.25	555439646.90625	656994486.445313
P25809	Creatine kinase U-type, mitochondrial OS=Rattus norvegicus OX=10116 GN=Ckmt1 PE=1 SV=1	285122729.625	319056387.78125	271498913.25	417507457.25	550088993.109375	343671377.96875	647667623.84375	365476383.75	618975792.875	505771077.6875	277740177.0	394256544.1875	504219669.9375	600919454.1875	416797096.25	598943845.75	543134543.8125	558603974.875	486064365.21875	558634606.34375	557107456.1875	556508424.1875	452630713.8125	523108014.40625	634501894.78125	693655886.5	412423942.625	672932517.9375	462464034.6875	608603233.6875
P0DP31	Calmodulin-3 OS=Rattus norvegicus OX=10116 GN=Calm3 PE=1 SV=1	1065290477.0	1448713091.3125	1162342573.91797	1655622631.90625	1833297954.25	1658619863.75	1075423434.75	1457824365.5	2077101357.875	1845184343.09375	1055862429.0	1570352286.25	1758873737.625	2069817365.75	1447699261.625	1961711203.65625	1821938347.8125	1891891073.125	1593470539.95313	2062766601.25	1541360640.24219	2003083806.40625	1367479525.03125	1094665663.0	2513611815.0	2602650525.125	1595931274.75	2057155890.0	1477912680.0	2025636735.375
Q8VHF5	Citrate synthase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Cs PE=1 SV=1	229002162.25	208284374.4375	207263080.601563	297206409.9375	370289394.75	307261145.625	430949721.875	295553878.3125	531156506.5	390358650.125	287176517.171875	333476251.75	378852227.6875	493438796.5	389805978.625	479921315.25	435720392.875	386937195.1875	447580071.75	339083588.625	457048158.75	480249056.75	303867544.6875	396732364.25	474300763.875	551306424.6875	353471719.5	489679594.0	352887896.75	490881982.25
Q63345	Myelin-oligodendrocyte glycoprotein OS=Rattus norvegicus OX=10116 GN=Mog PE=1 SV=1	794665531.375	522880444.21875	571309118.78125	637343772.1875	546071168.5625	425192598.9375	759022670.625	484279902.0	691389503.125	765685501.828125	860151260.625	532801798.4375	715461754.25	651302647.125	763350550.785156	816423405.125	1067274551.75	735255996.0	697911116.25	475416931.5	1050040738.5	1089905239.375	822401816.5625	599404668.125	604641398.25	1031669381.125	813619892.5	758525674.0	766673856.375	873766864.0
P10111	Peptidyl-prolyl cis-trans isomerase A OS=Rattus norvegicus OX=10116 GN=Ppia PE=1 SV=2	652090824.0625	661677382.867188	612324214.199219	954298847.106445	1264416784.40625	810444140.611328	1165443140.0	809672460.375	1436916066.24219	1080937710.52588	785844701.1875	926678143.6875	1277603529.8125	1354802822.38281	1018827544.29688	1285181858.75	1379752969.0625	1236552124.41602	1165202323.46875	1535164667.3125	1318399521.5	1403910771.65625	1113581000.73438	1000855761.49219	1514511179.4375	1867499959.40625	957322027.070313	1413746876.75	1023474196.71875	1463610264.08594
Q9R063	Peroxiredoxin-5, mitochondrial OS=Rattus norvegicus OX=10116 GN=Prdx5 PE=1 SV=1	944690246.375	841016775.671875	847698674.652344	908288569.375	616831573.75	577980895.75	1018966615.25	625011190.5	747617686.625	892038766.5	936784385.5	718570215.0	756861576.625	709415201.5	1458395845.75	1072210571.5	1035303546.875	958667493.25	908753771.5	554747516.25	1185631528.1875	990918878.1875	890731632.25	1351750879.0	691750735.5	1301030242.0	1152744634.6875	842220133.5	1104942274.375	1027666618.75
Q9QXQ0	Alpha-actinin-4 OS=Rattus norvegicus OX=10116 GN=Actn4 PE=1 SV=2	178790220.0	129197167.75	137929537.5625	184854856.9375	182746041.75	255387062.5	198832941.8125	235420231.25	244566706.3125	299218502.125	288780818.75	231063698.25	224000298.3125	224734300.4375	316582668.25	315760420.0	292039507.90625	245263870.75	218015968.5	224661682.625	224553928.8125	249932639.25	166717513.90625	221541943.875	293527293.9375	270244664.875	236605405.25	249067505.4375	225204317.5625	343323143.625
P97536	Cullin-associated NEDD8-dissociated protein 1 OS=Rattus norvegicus OX=10116 GN=Cand1 PE=1 SV=1	721937055.375	675774811.5625	466875556.546875	619557608.5625	482351370.625	353005904.5625	869290594.375	390498873.53125	481275184.75	574986537.1875	761645742.8125	436563498.0625	641901545.5	571579388.875	961253714.4375	821290477.625	693327763.5	787287834.75	642065851.5	414086102.125	1168949726.0	837104402.375	963129365.3125	1092391763.5	569407322.0	1119563743.5	846569401.15625	524058182.75	873141166.75	834823858.5
P61265	Syntaxin-1B OS=Rattus norvegicus OX=10116 GN=Stx1b PE=1 SV=1	178920090.601563	151179296.125	140115457.0	213999481.75	289400523.3125	177887837.308594	576620530.375	231054008.0	397925414.0	300288924.128906	183762026.375	255822283.347656	337074386.5	298787461.375	445710169.15625	388406595.03125	485200788.1875	303562928.25	362463515.291016	351931880.125	440828040.875	374519815.875	283335444.75	515155849.25	391497104.0	448388777.5	263072318.8125	392762274.375	286532125.125	373509270.0
P12346	Serotransferrin OS=Rattus norvegicus OX=10116 GN=Tf PE=1 SV=3	296598877.875	221896573.96875	232788950.4375	260048547.625	270063439.4375	239091864.9375	250176234.699219	242982510.125	303481049.5625	245474330.875	362424029.25	268359512.6875	257086652.125	311772463.875	284731333.375	288025861.875	394130035.328125	274899777.375	258798504.5	237427512.984375	359197144.609375	362818190.1875	262809584.617188	298380039.1875	281565743.9375	361728332.5	346458112.9375	241351806.84375	306412233.0625	322259646.542969
P68136	Actin, alpha skeletal muscle OS=Rattus norvegicus OX=10116 GN=Acta1 PE=1 SV=1	1011392336.53125	912743914.25	794224853.798828	1315163708.6875	1928754329.03906	1144754762.75488	1393470146.0	1260592920.23438	2255554933.84375	1955379263.125	1195158938.5	1391088300.1875	1779201774.0	2884667970.625	1570149800.48828	2226550228.3125	2150489103.26563	1766699518.90625	1936565725.75	1602360875.18945	1707545225.75	2403568534.21875	1394209596.03125	1127420081.0625	2001043420.64453	2762328383.35938	1442684110.74609	2001327749.66406	1386638461.875	2523458143.125
P50137	Transketolase OS=Rattus norvegicus OX=10116 GN=Tkt PE=1 SV=1	278371448.71875	295288365.96875	324000473.828125	310356578.34375	303299464.78125	311591274.6875	339572466.34375	339763828.65625	460161479.25	316780899.75	373724828.625	392840478.8125	333036959.078125	366770605.625	364746456.875	370531336.9375	428756945.875	361983841.0	353552615.9375	351456067.875	433912715.375	430228204.0	313496518.65625	403109059.875	407353339.625	475093980.6875	478694211.15625	401425888.75	389160649.0625	434819956.875
P68035	Actin, alpha cardiac muscle 1 OS=Rattus norvegicus OX=10116 GN=Actc1 PE=2 SV=1	2235900.75	1508589.875	2586790.0	10326424.0	8363986.5	1305460.5	3907156.0	9086329.0	9291698.0	4737390.0		810005.5625		5945293.0	7181874.0			5299926.5		5294596.5	7940695.0	5878396.0	1853432.25			7276386.0		6106019.5		2527079.5
Q5XI78	2-oxoglutarate dehydrogenase complex component E1 OS=Rattus norvegicus OX=10116 GN=Ogdh PE=1 SV=1	582397178.4375	623907193.21875	570078341.6875	541251300.1875	469147699.5	514223845.5	491157037.625	547439141.125	531776751.75	416633091.375	678052236.375	577337494.125	510034918.375	467825562.375	521523630.75	532936827.8125	683245793.8125	561095627.25	551822333.0	583013296.3125	564146225.5625	554478384.25	569692935.875	708146750.6875	600843429.8125	594714742.625	736539260.5625	686156481.875	601412508.375	524254743.125
Q62950	Dihydropyrimidinase-related protein 1 OS=Rattus norvegicus OX=10116 GN=Crmp1 PE=1 SV=1	206947883.125	229020371.765625	274988334.953125	279603203.25	359742816.0	280177710.5625	313920201.125	254070759.0	419161683.25	306349219.1875	274408167.03125	320700189.0	326623257.9375	408341306.5	275712491.125	352864366.5	355657386.875	372363805.0	393022100.5	323138073.125	368668837.34375	366548758.8125	274241074.5	310481466.125	372513334.875	501715255.75	307009868.5	396997359.0	324871289.0625	417554330.0
P32551	Cytochrome b-c1 complex subunit 2, mitochondrial OS=Rattus norvegicus OX=10116 GN=Uqcrc2 PE=1 SV=2	265058520.625	260595665.84375	232207695.328125	256645372.0625	239857280.4375	267556852.0	351634719.339844	324236474.0	340483188.5625	264898325.1875	337252266.8125	316677036.0	291922987.0	332173328.875	320307144.5	329234635.625	358641576.125	297701133.0	294443788.25	256317237.5625	365591821.25	324190579.9375	261376573.1875	358560477.625	392437368.5	420604387.0	360006576.375	389907827.375	348080464.125	359144022.5
O35303	Dynamin-1-like protein OS=Rattus norvegicus OX=10116 GN=Dnm1l PE=1 SV=1	1129164865.1875	893999535.882813	990820815.617188	1013652804.875	758771801.78125	1130848191.90625	1068129409.21094	998540961.296875	1014234881.0	755579018.8125	908942537.921875	1047100072.91406	800540258.023438	829938617.75	1076438941.125	906788931.78125	1044072473.29688	970946504.375	786740670.8125	1043383760.17188	933694951.1875	923257141.0625	790889088.015625	1496899641.6875	930553531.609375	1249271416.25	1322591904.51563	1126227349.875	1171895342.5	1073310684.125
Q9WVC0	Septin-7 OS=Rattus norvegicus OX=10116 GN=Septin7 PE=1 SV=1	145970069.21875	134767018.8125	123322909.78125	174045754.0	243842497.859375	136560308.1875	199085938.4375	164783957.648438	306467518.5	205226840.234375	155389602.375	183821662.4375	251428649.3125	258521941.15625	184855986.632813	247803478.1875	250529532.0	232704630.5	219945589.320313	181865530.6875	271782398.25	278415880.375	200703826.5625	170279184.460938	243610982.859375	356258309.0	183675848.625	282257056.21875	226129814.375	275266589.09375
P62630	Elongation factor 1-alpha 1 OS=Rattus norvegicus OX=10116 GN=Eef1a1 PE=2 SV=1	185670130.75	143503401.375	162560927.0	184019877.25	249530925.0	179094086.25	164798416.5	188057187.0	291242171.5	199057893.0	164651741.25	190506993.75	230240309.5	281354824.5	168007909.0	242506199.5	254206563.0	231469467.5	231564580.0	178996767.5	215238973.5	240292164.0	181789444.0	177636125.75	246900904.5	356293673.0	220562452.75	256672582.0	214378886.5	288464080.0
Q05175	Brain acid soluble protein 1 OS=Rattus norvegicus OX=10116 GN=Basp1 PE=1 SV=2	60504074.7519531	77782137.0166016	67134008.3378906	99024402.2685547	130000481.638672	98871266.1064453	72296255.125	102120673.337891	174834669.144531	109765568.423828	63411524.5859375	96389595.5839844	102638044.589844	160345788.6875	86127811.6015625	130731778.064453	124666037.882813	140573938.867188	151626152.195313	146615873.025391	105519065.458984	106439274.316406	87129635.1601563	71110371.4921875	163593877.566406	153089453.53125	110256523.125	129443885.4375	94513894.2617188	129839627.9375
P97685	Neurofascin OS=Rattus norvegicus OX=10116 GN=Nfasc PE=1 SV=2	257869163.838867	257650998.320313	197257039.546875	261406005.535156	264606153.46875	270727245.34082	421011908.015625	299470450.023438	462226290.75	312492118.75	274537311.890625	291624843.03125	298218975.3125	333034753.453125	385228134.75	371883945.736328	365560158.25	334858223.1875	412951537.246094	285180665.375	403393213.375	374868523.875	316528787.765625	403622125.554688	367631649.875	489558398.9375	392278700.46875	366241736.25	365657193.125	394860464.855469
P25286	V-type proton ATPase 116 kDa subunit a 1 OS=Rattus norvegicus OX=10116 GN=Atp6v0a1 PE=1 SV=1	333874040.207031	394273118.6875	383449730.9375	658530618.5625	440127359.625	341417581.8125	657707717.5	283104319.65625	457075937.03125	637785175.125	430546757.53125	499532934.8125	352938942.75	532142590.125	411202149.1875	541466865.5	989451775.8125	471748315.5	389776678.25	995144196.3125	467143513.392578	447018904.6875	371608432.375	413313855.875	456804692.71875	573401860.21875	444017311.375	470553029.125	661421390.0	457567887.75
P62632	Elongation factor 1-alpha 2 OS=Rattus norvegicus OX=10116 GN=Eef1a2 PE=1 SV=1	189141916.125	168713024.9375	123837760.5	164704682.34375	269869307.25	157420465.125	313064922.0	180931198.25	359314250.8125	278231828.03125	228388735.375	200117725.5	276067905.625	320761945.125	228308965.523438	308447985.375	282918897.875	295817015.875	262299235.75	202264148.4375	357024424.839844	328814898.3125	258728140.96875	256310243.75	341592063.75	331531836.0	223688933.4375	333650928.0	213756349.875	395140233.375
P60203	Myelin proteolipid protein OS=Rattus norvegicus OX=10116 GN=Plp1 PE=1 SV=2	4346539629.63281	3806432230.25	3766329275.09375	4495882835.97461	4247039671.98438	2039051148.53125	17457238101.3125	3757876764.3125	6294986598.73828	10939988242.2305	12704618251.375	4446274684.28516	7504420112.19531	5897279873.0	12563357919.1875	11063394324.8555	13288300952.5	8356499734.375	6916234122.83984	3884298836.78125	17209870774.875	12314477159.543	16678298715.5938	12331261043.3008	7305180931.39063	11742299709.0391	8821457285.56641	11742383845.75	8950417514.17969	10837455391.5078
O88600	Heat shock 70 kDa protein 4 OS=Rattus norvegicus OX=10116 GN=Hspa4 PE=1 SV=1	166456699.0625	154483373.921875	146604291.25	173627937.5625	216660860.34375	172130622.59375	211641176.46875	163147125.34375	261370673.25	262018384.5625	207177063.765625	200893547.109375	251684770.5625	300741372.3125	197442303.90625	278201167.9375	222494188.992188	319129149.53125	248116445.71875	258682388.921875	287618650.25	267497605.4375	240871344.9375	214233407.65625	261684742.1875	283404123.4375	199867449.390625	259370805.78125	193123809.0	270841744.0
Q6P6R2	Dihydrolipoyl dehydrogenase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Dld PE=1 SV=1	281293667.890625	221345402.6875	236393652.078125	239479651.078125	249483554.0625	217142331.351563	362020521.46875	329143470.5625	389524585.5	237620835.5	374366745.25	323624287.25	297477527.375	330409173.5	252812730.625	312553284.15625	364057496.25	270601849.75	308433751.9375	327237550.6875	373028194.75	366005096.0	342394356.25	373175725.875	378454943.9375	491642308.25	442291517.25	326393674.25	377260351.71875	372290911.75
P63012	Ras-related protein Rab-3A OS=Rattus norvegicus OX=10116 GN=Rab3a PE=1 SV=1	72112628.0	44543627.5	54066375.0	87395602.25	120203607.25	79343587.0	80172455.5	65197822.625	128748408.0	122815118.0	71576876.0	65806807.5	101331594.0	150986140.0	79643568.25	105350638.0	87492054.0	107894528.0	106186739.5	87458595.0	102951741.5	111536479.875	68141741.25	65561406.25	122302799.0	141136664.0	68306203.5	129596433.5	81026237.0	125072730.0
Q63537	Synapsin-2 OS=Rattus norvegicus OX=10116 GN=Syn2 PE=1 SV=1	353573857.875	239312110.1875	316223588.265625	322279423.375	429000448.625	334346849.109375	341543140.5625	290035081.4375	527847059.75	406335316.125	315659251.75	278755065.875	415293657.5	709226309.75	251502521.25	463772309.8125	395771457.0	429482390.0	430741744.5	357592509.75	494690126.25	385611736.5	309005915.125	313750760.625	454345934.125	559012604.65625	329886178.25	475066873.125	406553804.375	497614284.1875
D3ZQL7	Tubulin polymerization-promoting protein OS=Rattus norvegicus OX=10116 GN=Tppp PE=1 SV=1	201379993.125	205773585.28125	212292674.5	273153866.59375	354413676.5	226567458.03125	210909757.78125	219621932.5625	342959946.875	213601804.552979	202985463.3125	238618119.664063	276827565.0	286153378.75	225943554.34375	329503323.25	315667798.0625	311750322.4375	285014213.633789	204856753.6875	308376902.5	300322599.6875	226393157.6875	163379820.5	308603030.0625	355288068.03125	278164847.53125	302824252.25	256437419.109375	330263226.6875
P54313	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Rattus norvegicus OX=10116 GN=Gnb2 PE=1 SV=4	26909888.875	33598300.625	28909760.0	45591997.25	50440834.75	31357893.5	56012508.5	24515725.0	51443772.5	38869646.0	27813862.75	26270236.0	47417725.0	44510545.0	39669762.0	49114492.0	47473554.0	56055109.5	49454886.0	42905370.0	65805915.5	59334961.5	51883030.5	35442515.0	56866655.0	74582870.0	41082070.75	53929114.0	32686809.0	43776256.0
Q64542	Plasma membrane calcium-transporting ATPase 4 OS=Rattus norvegicus OX=10116 GN=Atp2b4 PE=1 SV=1	1260468244.1875	1099318071.65625	1300935757.28125	830208486.1875	572973422.25	1205775838.5	363909038.3125	1016530963.25	496658552.5	371398932.625	1179360004.0625	1132878250.4375	398841158.5	851754999.75	805736113.105469	565264060.875	354395571.625	733299624.625	693123171.625	478249174.65625	442425932.0	602856251.25	364689335.4375	725556723.75	483014638.0	820433248.5	1416705128.875	494369605.75	969927341.75	609928761.25
P11507	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Rattus norvegicus OX=10116 GN=Atp2a2 PE=1 SV=1	333616200.9375	294319103.25	264709283.46875	311602562.5	275519209.875	348490285.875	427795790.625	314111772.9375	358837670.0	327306977.75	393308763.96875	358721217.9375	296972214.3125	382516586.25	360840246.875	349861853.625	406633285.882813	339264869.375	381706038.6875	432113774.796875	366070199.875	359586693.8125	290962119.3125	453277062.875	381961145.875	451249516.09375	348937593.5	392947189.0	340806522.671875	302323210.25
P11730	Calcium/calmodulin-dependent protein kinase type II subunit gamma OS=Rattus norvegicus OX=10116 GN=Camk2g PE=1 SV=1	39561920.875	26262651.25	34638025.625	56831893.0	53419839.0	57169949.25	36638518.984375	21287259.1875	55740216.25	45545185.5	18945997.75	37899032.5	43420887.0	52833120.5	41712586.625	54521383.75	48142784.3125	46573996.75	40126277.25	29075077.25	40551185.375	41862429.0625	34052207.25	36366331.5	63992112.125	66862460.75	33821580.0625	31380752.6875	31766884.25	69645969.0
P62762	Visinin-like protein 1 OS=Rattus norvegicus OX=10116 GN=Vsnl1 PE=1 SV=2	230833324.125	223203562.015625	216626961.3125	259011588.3125	356978044.25	268462420.125	302993698.5	241115708.03125	407871084.25	327693888.5	175644959.796875	295914728.0	331173201.5	327019799.75	232200402.1875	303463583.75	326119291.25	345489981.25	288833228.3125	266269094.0625	319380081.125	346293323.90625	244206509.3125	283907195.8125	402766200.375	524661186.5	267325798.125	360395106.703125	274253712.5625	386278987.0625
P62142	Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Rattus norvegicus OX=10116 GN=Ppp1cb PE=1 SV=3	129828767.125	129210579.75	87499568.125	123302241.3125	111127487.125	97959954.375	164666339.375	116658806.0	117081187.375	138706858.75	260003213.8125	123441526.0	106808325.5625	121298211.125	201372369.375	148744782.0	159642939.0	131211704.25	121643509.25	82588410.6875	176351298.75	143860863.375	150222623.5	198156038.875	116291099.375	145483112.625	238050911.875	154519826.25	170279356.625	153114070.875
P04897	Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Rattus norvegicus OX=10116 GN=Gnai2 PE=1 SV=3	902024554.460938	383120871.828125	724081129.398438	609323010.3125	532639106.6875	502166611.375	472775837.5	539752386.375	597826245.625	522563197.0625	745498000.75	575808027.0	506542952.875	591462562.0	488323603.0625	566147949.875	672879109.0	513566799.375	503258127.625	455988752.890625	534222676.875	571607683.875	428427357.78125	502818017.5	449190310.25	698182707.25	677626699.4375	645050288.0	578055341.0	625267519.75
