protein_id,mean_intensity,mean_treatment,mean_control,log2FoldChange,pvalue,padj,-log10(pvalue),s0_corrected_-log10(pvalue),regulation
Q794E4,28.0851401850345,28.381302902384807,27.790719309942407,0.5905835924423997,0.05367987718971882,0.6177119975122715,1.2701884864286406,2.197819072143389,non significant
P04785,27.69168701802306,27.88214938457514,27.634870702057615,0.24727868251752483,0.06313329734639532,0.6177119975122715,1.1997415276067858,,non significant
Q64361,26.801589331755295,26.98379538198797,26.49240773932245,0.49138764266552215,0.026479482960274546,0.6177119975122715,1.577090499205598,2.509854579091804,non significant
F1LZW6,28.477833207686622,28.568274690722774,28.425906329686068,0.1423683610367057,0.10629062428209304,0.6177119975122715,0.9735050421759499,,non significant
Q5XHZ0,27.55852090043415,27.715881324456735,26.99014125938795,0.7257400650687842,0.04385401848083844,0.6177119975122715,1.3579906047131727,1.9645920314243666,non significant
Q62951,29.70507322421755,30.037137429807743,29.557022182681536,0.4801152471262071,0.1083825192275836,0.6177119975122715,0.9650407585282531,2.559747056769602,non significant
P38983,25.757783603874632,26.062484007841544,25.598336587180682,0.46414742066086134,0.08567369939556163,0.6177119975122715,1.0671524798320684,2.6380197032360235,non significant
Q6P7Q4,26.446133429928764,26.545163098669835,26.175739668195376,0.369423430474459,0.08934783823064597,0.6177119975122715,1.048915950778473,3.437764663530547,non significant
P36876,26.452938538951436,26.50644926561002,26.284900504380317,0.2215487612297018,0.0876870562164235,0.6177119975122715,1.0570645095833298,,non significant
Q03626,27.45260001354469,27.562127091792544,26.771856190203362,0.7902709015891816,0.020011946743471013,0.6177119975122715,1.6987106615475451,1.8912452648131617,non significant
Q5XIN6,29.420943628438565,29.548110192523897,29.259724278237556,0.28838591428634075,0.09148714880699442,0.6177119975122715,1.0386399069629,6.711978005298994,non significant
P05696,27.91123345762981,27.979447290542556,27.69888725746757,0.280560033074984,0.09208942972426383,0.6177119975122715,1.035790216446754,8.929083274448294,non significant
Q63357,28.755460139767045,28.822762390246464,28.64853844174524,0.17422394850122203,0.06433444000778413,0.6177119975122715,1.191556474958416,,non significant
P51650,28.01892263644305,28.159624957936284,27.84390327167635,0.31572168625993413,0.02112261150792417,0.6177119975122715,1.6752523885356447,4.6758072493749445,non significant
Q8VI04,27.519487172260256,27.692793099554024,27.39125834578333,0.3015347537706923,0.09018121429546597,0.6177119975122715,1.0448839211887986,5.402626313982421,non significant
D3ZAA9,27.820942821888572,27.97217300553038,27.810098367362688,0.16207463816769163,0.10130246301671292,0.6177119975122715,0.9943799952955598,,non significant
P14669,25.189254770967533,25.525442769480573,25.07191454635654,0.4535282231240352,0.0322662059194278,0.6177119975122715,1.4912520989013118,2.6957976451326595,non significant
P41562,26.495284378218148,26.642829312976243,26.34526783302076,0.2975614799554833,0.06384181656643943,0.6177119975122715,1.1948947639888363,5.694899760278922,non significant
P08081,27.56811050323968,27.677426912416717,27.3244733224204,0.3529535899963179,0.05841084743555244,0.6177119975122715,1.233506492888633,3.696194700421202,non significant
P84087,27.229848987656002,27.411747186962543,26.951614159658842,0.4601330273037014,0.09011509053308928,0.6177119975122715,1.0452024766515713,2.659279578409171,non significant
P19491,28.897003506071645,29.205047386295004,28.675276112396997,0.5297712738980067,0.049407810459707054,0.6177119975122715,1.306204391735696,2.3663009882168353,non significant
Q6P6Q2,28.818507898342467,28.925330580173902,28.699139231201855,0.22619134897204773,0.09817078374853253,0.6177119975122715,1.0080177417923761,,non significant
Q05695,27.85602598757994,28.06322866084211,27.73246541103366,0.33076324980844873,0.05291162936132371,0.6177119975122715,1.276448864592749,4.182508202521055,non significant
